"#","Word","Frequency","Google_Translate","Wolfram_Translate"
296,"darüber",0.0003494184047222142,"about that","{""over it""}"
297,"meinem",0.0003481231964674778,"my","Missing[""NotAvailable""]"
298,"los",0.00034654016415613335,"Come on","Missing[""NotAvailable""]"
299,"stellte",0.00034596451604291715,"presented","Missing[""NotAvailable""]"
300,"frage",0.00034387779163250854,"question","Missing[""NotAvailable""]"
301,"obwohl",0.00034071172700981964,"even though","{""while"", ""though"", ""although"", ""even though"", ""despite"", ""notwithstanding"", ""in spite of"", ""regardless of"", ""albeit""}"
302,"genug",0.0003397762988258433,"enough","{""enough"", ""sufficient"", ""adequately"", ""sufficiently""}"
303,"niemand",0.00033732979434467465,"nobody","{""nobody""}"
304,"lang",0.0003365382781890024,"long","{""long""}"
305,"bett",0.0003338039496512256,"bed","Missing[""NotAvailable""]"
306,"kommt",0.0003326526534247933,"coming","Missing[""NotAvailable""]"
307,"glaube",0.0003320050492974251,"faith","Missing[""NotAvailable""]"
308,"augenblick",0.0003304220169860806,"moment","Missing[""NotAvailable""]"
309,"hob",0.0003303500609719286,"lifted","Missing[""NotAvailable""]"
310,"jahren",0.0003270400843209356,"years","Missing[""NotAvailable""]"
311,"überhaupt",0.00032509727193883104,"at all","Missing[""NotAvailable""]"
312,"junge",0.0003245935798397669,"Boy","Missing[""NotAvailable""]"
313,"gott",0.0003243057557831588,"God","Missing[""NotAvailable""]"
314,"großen",0.0003242337997690068,"great","Missing[""NotAvailable""]"
315,"wasser",0.0003241618437548548,"water","Missing[""NotAvailable""]"
316,"körper",0.0003239459757123987,"body","Missing[""NotAvailable""]"
317,"jahre",0.00032337032759918255,"years","Missing[""NotAvailable""]"
318,"lächelte",0.00032106773514631787,"smiled","Missing[""NotAvailable""]"
319,"gehört",0.0003197725268915815,"belongs","Missing[""NotAvailable""]"
320,"jeder",0.00031962861486327745,"everyone","{""every"", ""each"", ""all"", ""any"", ""each one"", ""everybody"", ""everyone"", ""every person"", ""anyone"", ""anybody"", ""no matter which""}"
321,"gekommen",0.00031890905472175727,"come","Missing[""NotAvailable""]"
322,"letzten",0.00031890905472175727,"last","{""latter"", ""later""}"
323,"warf",0.000318117538566085,"threw","Missing[""NotAvailable""]"
324,"fiel",0.0003178297145094769,"fell","Missing[""NotAvailable""]"
325,"drehte",0.0003139440897452678,"turned","Missing[""NotAvailable""]"
326,"zimmer",0.0003130086615612915,"room","Missing[""NotAvailable""]"
327,"gedanken",0.000311137805193339,"thoughts","Missing[""NotAvailable""]"
328,"hause",0.00030833152064141015,"home","Missing[""NotAvailable""]"
329,"blickte",0.0003061008842026975,"looked","Missing[""NotAvailable""]"
330,"begann",0.0003055252360894813,"started","Missing[""NotAvailable""]"
331,"licht",0.0003048776319621131,"light","Missing[""NotAvailable""]"
332,"hören",0.00030451785189135306,"hear","{""listen"", ""listen to"", ""hear""}"
333,"seines",0.000304445895877201,"his","{""his""}"
334,"rief",0.00030394220377813686,"cried","Missing[""NotAvailable""]"
335,"hoch",0.0003005602711129919,"high","{""high"", ""lofty"", ""high-pitched"", ""tall""}"
336,"langsam",0.00030020049104223176,"slowly","{""slow"", ""tardy"", ""easy"", ""slowly"", ""gradually"", ""progressively"", ""bit by bit"", ""little by little"", ""by degrees""}"
337,"trat",0.0002999126669856237,"joined","Missing[""NotAvailable""]"
338,"sonst",0.0002981857226459752,"otherwise","{""else"", ""otherwise"", ""in another way"", ""differently"", ""or else"", ""if not""}"
339,"beide",0.00029660269033463074,"both","{""either"", ""both"", ""one and the other"", ""the two""}"
340,"zwar",0.0002963148662780226,"though","{""it's true"", ""indeed""}"
341,"wort",0.0002957392181648065,"word","Missing[""NotAvailable""]"
342,"grace",0.00029559530613650244,"grace","Missing[""NotAvailable""]"
343,"unsere",0.00029494770200913425,"our","{""our"", ""ours""}"
344,"fragen",0.0002927170655704216,"ask","{""apply for"", ""ask"", ""ask for"", ""ask oneself"", ""call for"", ""call on"", ""call upon"", ""demand"", ""doubt"", ""request"", ""require"", ""seek"", ""wonder""}"
345,"abend",0.0002924292415138135,"Eve","Missing[""NotAvailable""]"
346,"finden",0.0002913499013015332,"Find","{""be found"", ""detect"", ""discover"", ""find"", ""find out"", ""pop up"", ""smell out"", ""turn up"", ""uncover""}"
347,"lächeln",0.0002904144731175569,"smile","{""smile""}"
348,"all",0.0002900546930467968,"Alles","Missing[""NotAvailable""]"
349,"kannst",0.00028976686899018873,"can","Missing[""NotAvailable""]"
350,"art",0.00028890339682036446,"kind","Missing[""NotAvailable""]"
351,"her",0.0002876801445797801,"here","Missing[""NotAvailable""]"
352,"travis",0.00028609711226843567,"travis","Missing[""NotAvailable""]"
353,"na",0.00028451407995709117,"n / A","Missing[""NotAvailable""]"
354,"jeden",0.00028401038785802707,"each","Missing[""NotAvailable""]"
355,"frauen",0.000283866475829723,"women","Missing[""NotAvailable""]"
356,"artjom",0.00028134801533440226,"artem","Missing[""NotAvailable""]"
357,"nachdem",0.0002812760593202502,"after this","{""after""}"
358,"tisch",0.0002808443232353381,"table","Missing[""NotAvailable""]"
359,"arm",0.0002801967191079699,"poor","{""deprived"", ""underprivileged"", ""poor"", ""unfortunate""}"
360,"namen",0.0002791173788956896,"names","Missing[""NotAvailable""]"
361,"montalbano",0.0002789734668673856,"montalbano","Missing[""NotAvailable""]"
362,"schüttelte",0.00027803803868340927,"shook","Missing[""NotAvailable""]"
363,"geben",0.0002779660826692573,"give","{""give"", ""render"", ""give up"", ""deal"", ""reach"", ""pass"", ""supply"", ""furnish"", ""provide"", ""supply with"", ""furnish with"", ""provide with""}"
364,"oben",0.00027717456651358505,"above","{""above"", ""overhead"", ""on top"", ""upstairs"", ""at the top"", ""up""}"
365,"tat",0.00027681478644282493,"did","Missing[""NotAvailable""]"
366,"fall",0.00027616718231545675,"case","Missing[""NotAvailable""]"
367,"bisschen",0.0002739365458767441,"little","Missing[""NotAvailable""]"
368,"fühlte",0.00027321698573522387,"felt","Missing[""NotAvailable""]"
369,"bringen",0.0002727132936361597,"bring","{""walk"", ""bring"", ""bring along""}"
370,"erwiderte",0.0002726413376220077,"replied","Missing[""NotAvailable""]"
371,"worte",0.0002719217774804875,"worte","Missing[""NotAvailable""]"
372,"einige",0.0002719217774804875,"some","{""a number of"", ""some"", ""several"", ""any""}"
373,"herum",0.00027134612936727134,"around","{""around"", ""here and there"", ""all over"", ""about""}"
374,"schaute",0.00026925940495686274,"looked","Missing[""NotAvailable""]"
375,"jack",0.0002687557128577986,"Jack","Missing[""NotAvailable""]"
376,"saß",0.00026868375684364654,"sat","Missing[""NotAvailable""]"
377,"richtig",0.00026868375684364654,"right","{""correct"", ""right"", ""proper"", ""fitting"", ""befitting"", ""suitable"", ""apt"", ""true"", ""properly"", ""correctly"", ""rightly"", ""just"", ""exactly"", ""aright""}"
378,"ganzen",0.0002672446365606061,"all","Missing[""NotAvailable""]"
379,"stadt",0.00026594942830586975,"city","Missing[""NotAvailable""]"
380,"spürte",0.0002647981320794374,"felt","Missing[""NotAvailable""]"
381,"fand",0.00026451030802282933,"found","Missing[""NotAvailable""]"
382,"wahrscheinlich",0.0002641505279520692,"probably","{""likely"", ""probable"", ""probably""}"
383,"alten",0.0002637187918671571,"old","Missing[""NotAvailable""]"
384,"wandte",0.0002636468358530051,"turned","Missing[""NotAvailable""]"
385,"finger",0.00026357487983885307,"finger","Missing[""NotAvailable""]"
386,"wegen",0.0002620638035416606,"because of","{""because"", ""since"", ""because of"", ""through"", ""for"", ""for the reason that"", ""by reason of"", ""as"", ""because of the fact that"", ""as a result of"", ""on account of""}"
387,"fenster",0.0002618479354992046,"window","Missing[""NotAvailable""]"
388,"kind",0.00026091250731522826,"child","Missing[""NotAvailable""]"
389,"rücken",0.00026048077123031615,"move","Missing[""NotAvailable""]"
390,"endlich",0.0002599051231171,"at last","{""finite"", ""limited"", ""finally"", ""at last"", ""in the end"", ""ultimately"", ""after all"", ""lastly"", ""eventually""}"
391,"geld",0.00025947338703218785,"money","Missing[""NotAvailable""]"
392,"lippen",0.00025940143101803586,"lips","Missing[""NotAvailable""]"
393,"antwortete",0.0002592575189897318,"answered","Missing[""NotAvailable""]"
394,"liebe",0.0002584660028340596,"love","Missing[""NotAvailable""]"
395,"nächsten",0.0002581062227632995,"next","Missing[""NotAvailable""]"
396,"willst",0.00025796231073499544,"want","Missing[""NotAvailable""]"
397,"haar",0.0002578183987066914,"hair","Missing[""NotAvailable""]"
398,"jungen",0.00025774644269253936,"boys","Missing[""NotAvailable""]"
399,"kinder",0.000256595146466107,"children","Missing[""NotAvailable""]"
400,"große",0.0002550840701689146,"size","Missing[""NotAvailable""]"
401,"gefunden",0.00025501211415476256,"found","Missing[""NotAvailable""]"
402,"öffnete",0.0002543645100273944,"opened","Missing[""NotAvailable""]"
403,"damals",0.000253069301772658,"back then","{""formerly"", ""in the past"", ""in former days"", ""then"", ""at that time"", ""at the time"", ""in those days"", ""way back then""}"
404,"’s",0.00025170213750376957,"'s","Missing[""NotAvailable""]"
405,"konnten",0.00025155822547546553,"could","Missing[""NotAvailable""]"
406,"leise",0.0002514143134471615,"quiet","{""faintly"", ""unclearly"", ""indistinctly""}"
407,"hätten",0.0002507667093197933,"had","Missing[""NotAvailable""]"
408,"dein",0.00025062279729148927,"your","{""your""}"
409,"weißt",0.00025047888526318524,"know","Missing[""NotAvailable""]"
410,"ihres",0.0002503349732348812,"their","{""hers""}"
411,"erste",0.000249687369107513,"first","{""first""}"
412,"arbeit",0.00024947150106505693,"job","Missing[""NotAvailable""]"
413,"tut",0.0002473847766546483,"does","Missing[""NotAvailable""]"
414,"minuten",0.00024731282064049633,"minutes","Missing[""NotAvailable""]"
415,"nehmen",0.0002465932604989761,"to take","{""take"", ""bereave""}"
416,"glauben",0.00024637739245652,"believe","{""believe in"", ""have trust in"", ""have faith in"", ""believe"", ""suppose"", ""accept""}"
417,"tatsächlich",0.00024580174434330387,"indeed","{""real"", ""actual"", ""true"", ""really"", ""actually"", ""indeed"", ""in fact"", ""sure enough"", ""wouldn't you know""}"
418,"gefühl",0.0002457297883291518,"feeling","Missing[""NotAvailable""]"
419,"straße",0.00024537000825839176,"Street","Missing[""NotAvailable""]"
420,"trug",0.0002451541402159357,"wore","Missing[""NotAvailable""]"
421,"etwa",0.00024342719587628717,"approximately","{""about"", ""approximately"", ""almost"", ""roughly"", ""nearly"", ""around"", ""some""}"
422,"allem",0.00024328328384798313,"all","Missing[""NotAvailable""]"
423,"geworden",0.00024292350377722304,"become","Missing[""NotAvailable""]"
424,"arme",0.00024270763573476696,"poor","Missing[""NotAvailable""]"
425,"schloss",0.00024263567972061494,"lock","Missing[""NotAvailable""]"
426,"blut",0.0002424917676923109,"blood","Missing[""NotAvailable""]"
427,"grund",0.00024170025153663868,"reason","Missing[""NotAvailable""]"
428,"deshalb",0.00024134047146587856,"that's why","Missing[""NotAvailable""]"
429,"tief",0.00024134047146587856,"deep","{""deep"", ""profound"", ""deep-seated"", ""whole-hearted"", ""heartfelt"", ""intense"", ""strong"", ""low""}"
430,"vier",0.0002390378790130139,"four","{""four""}"
431,"halten",0.00023788658278658156,"hold","{""hold"", ""contain"", ""deliver"", ""make"", ""keep"", ""last"", ""withstand use"", ""halt"", ""come to a stop"", ""stop"", ""retain""}"
432,"fort",0.00023702311061675731,"on","{""aside"", ""apart"", ""in reserve"", ""away"", ""go away"", ""get out""}"
433,"leicht",0.00023680724257430123,"light","{""effortless"", ""without effort"", ""light"", ""lightweight"", ""soft"", ""easy"", ""cushy"", ""flimsy"", ""lenient"", ""not strict"", ""not difficult"", ""simple"", ""elementary"", ""lightly"", ""readily"", ""gently"", ""softly"", ""slightly"", ""a bit"", ""somewhat"", ""easily"", ""without difficulty"", ""effortlessly""}"
434,"emma",0.00023651941851769316,"emma","Missing[""NotAvailable""]"
435,"draußen",0.00023587181439032497,"outside","{""outdoor"", ""outside"", ""outdoors"", ""out of doors"", ""in open air"", ""alfresco""}"
436,"sache",0.00023544007830541284,"Thing","Missing[""NotAvailable""]"
437,"wagen",0.00023522421026295678,"dare","{""venture"", ""dare""}"
438,"bloß",0.00023493638620634868,"just","{""simply"", ""only"", ""just"", ""merely""}"
439,"bleiben",0.00023486443019219666,"stay","{""stay"", ""keep on"", ""continue to"", ""remain"", ""be left over"", ""be left"", ""abide""}"
440,"griff",0.00023479247417804465,"Handle","Missing[""NotAvailable""]"
441,"herz",0.00023414487005067646,"heart","Missing[""NotAvailable""]"
442,"ziemlich",0.00023371313396576435,"quite","{""fairly"", ""pretty"", ""quite"", ""rather"", ""somewhat"", ""tolerably"", ""reasonably""}"
443,"manchmal",0.00023342530990915625,"sometimes","{""sometimes"", ""now and then""}"
444,"außerdem",0.00023313748585254818,"in addition","{""moreover"", ""in addition"", ""besides"", ""furthermore""}"
445,"sollten",0.000232561837739332,"should","Missing[""NotAvailable""]"
446,"denken",0.00023040315731477138,"think","{""think"", ""reason""}"
447,"teil",0.00022917990507418702,"part","Missing[""NotAvailable""]"
448,"völlig",0.0002281725208760587,"completely","{""utter"", ""stark"", ""unadulterated"", ""complete"", ""unmitigated"", ""sheer"", ""plain"", ""outright"", ""blatant"", ""downright"", ""pure"", ""absolute"", ""total"", ""general"", ""thorough"", ""crashing"", ""entire"", ""whole"", ""integral"", ""altogether"", ""wholly"", ""completely"", ""thoroughly"", ""entirely"", ""totally"", ""fully"", ""quite"", ""profoundly"", ""extensively"", ""utterly"", ""abundantly"", ""profusely"", ""absolutely"", ""perfectly""}"
449,"unten",0.00022788469681945064,"below","{""below"", ""beneath"", ""under"", ""underneath"", ""down"", ""at the bottom"", ""downstairs"", ""on the first floor""}"
450,"dessen",0.00022716513667793043,"whose","{""whose"", ""of which""}"
451,"getan",0.00022666144457886628,"done","Missing[""NotAvailable""]"
452,"uhr",0.0002260857964656501,"Clock","Missing[""NotAvailable""]"
453,"jedoch",0.0002260138404514981,"however","{""nevertheless"", ""nonetheless"", ""in spite of this"", ""in spite of that"", ""however"", ""though"", ""yet"", ""despite"", ""notwithstanding"", ""in spite of"", ""regardless of"", ""albeit"", ""except that"", ""but"", ""only""}"
454,"raum",0.0002250784122675218,"room","Missing[""NotAvailable""]"
455,"john",0.00022486254422506575,"John","Missing[""NotAvailable""]"
456,"anders",0.0002247186321967617,"different","{""different"", ""extraordinary"", ""dissimilar"", ""diverse"", ""else"", ""otherwise"", ""in another way"", ""differently"", ""or else"", ""if not""}"
457,"hernando",0.00022392711604108948,"hernando","Missing[""NotAvailable""]"
458,"tod",0.00022320755589956928,"death","Missing[""NotAvailable""]"
459,"schwer",0.00022313559988541723,"heavy","{""trying"", ""thick"", ""heavy"", ""pronounced"", ""severe"", ""turbid"", ""dense"", ""arduous"", ""tough"", ""strenuous"", ""burdensome"", ""difficult"", ""hard"", ""laborious"", ""uphill"", ""problematic"", ""problematical"", ""troublesome"", ""nasty"", ""serious"", ""stodgy"", ""ponderous"", ""unwieldy"", ""extremely trying"", ""heavily"", ""severely"", ""seriously"", ""deeply"", ""profoundly"", ""immensely"", ""extremely""}"
460,"eigenen",0.0002230636438712652,"own","Missing[""NotAvailable""]"
461,"erklärte",0.000222272127715593,"explained","Missing[""NotAvailable""]"
462,"je",0.00022220017170144097,"ever","{""apiece"", ""each"", ""for each one""}"
463,"reden",0.00022169647960237681,"talk","{""talk"", ""speak"", ""converse"", ""have a conversation""}"
464,"schlug",0.00022155256757407278,"beat","Missing[""NotAvailable""]"
465,"essen",0.0002211927875033127,"eat","{""eat"", ""feed""}"
466,"stelle",0.00022104887547500863,"location","Missing[""NotAvailable""]"
467,"sieht",0.00022083300743255257,"looks","Missing[""NotAvailable""]"
468,"starrte",0.0002205451833759445,"staring","Missing[""NotAvailable""]"
469,"bruder",0.00022011344729103236,"brothers","Missing[""NotAvailable""]"
470,"himmel",0.0002196097551919682,"sky","Missing[""NotAvailable""]"
471,"bekommen",0.00021924997512120812,"to get","{""get"", ""elicit"", ""draw out"", ""obtain"", ""acquire"", ""come by"", ""gain""}"
472,"geschichte",0.00021853041497968788,"history","Missing[""NotAvailable""]"
473,"heraus",0.00021853041497968788,"out","{""out""}"
474,"frank",0.00021795476686647174,"frank","Missing[""NotAvailable""]"
475,"fünf",0.0002178828108523197,"five","{""five""}"
476,"allen",0.0002178828108523197,"all","Missing[""NotAvailable""]"
477,"familie",0.00021665955861173536,"family","Missing[""NotAvailable""]"
478,"sprechen",0.00021629977854097524,"speak","{""speak"", ""make a speech"", ""talk"", ""converse"", ""have a conversation""}"
479,"schön",0.0002147887022437828,"beautiful","{""nice"", ""clean"", ""neat"", ""fine"", ""fair"", ""beautiful"", ""enjoyable"", ""delightful"", ""lovely"", ""pleasant"", ""pleasurable"", ""handsome"", ""attractive"", ""nicely"", ""neatly"", ""prettily""}"
480,"alte",0.00021399718608811058,"old","Missing[""NotAvailable""]"
481,"allerdings",0.00021349349398904643,"Indeed","{""it's true"", ""indeed""}"
482,"oft",0.00021298980188998228,"often","{""often"", ""frequently""}"
483,"dinge",0.00021277393384752622,"things","Missing[""NotAvailable""]"
484,"drückte",0.00021277393384752622,"expressed","Missing[""NotAvailable""]"
485,"richtung",0.00021219828573431005,"direction","Missing[""NotAvailable""]"
486,"wand",0.00021111894552202972,"wall","Missing[""NotAvailable""]"
487,"eben",0.0002109750334937257,"just","{""even"", ""level"", ""flat"", ""smooth""}"
488,"trotzdem",0.00021075916545126963,"Nevertheless","{""nevertheless"", ""nonetheless"", ""in spite of this"", ""in spite of that"", ""however"", ""though"", ""yet"", ""despite"", ""notwithstanding"", ""in spite of"", ""regardless of"", ""albeit""}"
489,"einzige",0.00021061525342296557,"only one","Missing[""NotAvailable""]"
490,"vorbei",0.00020989569328144536,"past","{""over"", ""past"", ""farther than""}"
491,"okay",0.00020946395719653325,"OK","Missing[""NotAvailable""]"
492,"danach",0.0002083126609701009,"after that","{""after"", ""afterwards"", ""afterward"", ""later"", ""subsequently"", ""next"", ""thereafter"", ""hereafter"", ""after this""}"
493,"bestimmt",0.0002080248369134928,"certainly","{""definite"", ""clear-cut"", ""precise"", ""well-defined"", ""explicit"", ""clear"", ""clean-cut"", ""certain"", ""particular"", ""concrete"", ""positive"", ""sure"", ""bound"", ""destined for"", ""intended for"", ""destined"", ""fated"", ""predetermined"", ""predestined"", ""doomed"", ""indeed"", ""certainly"", ""really"", ""absolutely"", ""positively"", ""surely"", ""undeniably"", ""unquestionably"", ""without a doubt"", ""easily"", ""by all means"", ""definitely"", ""assuredly"", ""of course"", ""doubtlessly"", ""obviously"", ""decidedly""}"
494,"direkt",0.00020766505684273272,"directly","{""firsthand"", ""direct"", ""immediate"", ""straight"", ""immediately"", ""instantly"", ""at once"", ""point-blank"", ""without wasting words"", ""directly"", ""right away"", ""straightaway"", ""forthwith"", ""straight away""}"
495,"leid",0.00020694549670121251,"suffering","Missing[""NotAvailable""]"
496,"stunden",0.00020629789257384432,"hours","Missing[""NotAvailable""]"
497,"zehn",0.00020608202453138827,"ten","{""ten""}"
498,"stirn",0.0002059381125030842,"forehead","Missing[""NotAvailable""]"
499,"danke",0.00020579420047478017,"Thank you","Missing[""NotAvailable""]"
500,"sollen",0.00020514659634741198,"should","{""should"", ""will"", ""'ll"", ""ought to"", ""shall""}"
501,"platz",0.00020435508019173975,"place","Missing[""NotAvailable""]"
502,"haut",0.0002034916080219155,"skin","Missing[""NotAvailable""]"
503,"brachte",0.00020334769599361145,"brought","Missing[""NotAvailable""]"
504,"jede",0.00020305987193700338,"each","{""each""}"
505,"letzte",0.0002024842238237872,"latest","{""last"", ""past"", ""previous"", ""former""}"
506,"oh",0.0002024842238237872,"Oh","{""oh""}"
507,"möglich",0.000201764663682267,"possible","{""possible"", ""conceivable"", ""thinkable"", ""imaginable"", ""supposable"", ""picturable""}"
508,"lieber",0.00020018163137092254,"Dear","{""before"", ""rather than"", ""rather"", ""preferably""}"
509,"gern",0.0001994620712294023,"gladly","{""gladly"", ""with pleasure"", ""willingly""}"
510,"laut",0.0001993901152152503,"according to","{""loud"", ""rowdy"", ""noisy"", ""vociferous"", ""aloud"", ""according to"", ""as appears from"", ""as is evident from""}"
511,"anderes",0.00019931815920109827,"other","{""other""}"
512,"neue",0.00019910229115864222,"new","Missing[""NotAvailable""]"
513,"möchte",0.00019895837913033818,"would like to","Missing[""NotAvailable""]"
514,"schwester",0.00019895837913033818,"sister","Missing[""NotAvailable""]"
515,"sprach",0.00019888642311618616,"spoke","Missing[""NotAvailable""]"
516,"bald",0.00019881446710203412,"soon","{""soon"", ""shortly"", ""pronto""}"
517,"antwort",0.00019823881898881797,"answer","Missing[""NotAvailable""]"
518,"verlassen",0.0001980229509463619,"leave","{""abandon"", ""abandoned"", ""count on"", ""depend on"", ""depend upon"", ""desert"", ""deserted"", ""desolate"", ""forsake"", ""given up"", ""give up"", ""leave"", ""leave behind"", ""left behind"", ""lonely"", ""rely on"", ""uninhabited"", ""unvisited"", ""vacate""}"
519,"heißt",0.00019679969870577753,"called","Missing[""NotAvailable""]"
520,"gegeben",0.00019514471038028106,"given","{""given""}"
521,"hals",0.00019500079835197703,"neck","Missing[""NotAvailable""]"
522,"steht",0.00019485688632367296,"stands","Missing[""NotAvailable""]"
523,"gehabt",0.00019384950212554468,"had","Missing[""NotAvailable""]"
524,"stück",0.00019370559009724065,"piece","Missing[""NotAvailable""]"
525,"schultern",0.0001932018979981765,"shoulder","Missing[""NotAvailable""]"
526,"schritt",0.00019161886568683204,"step","Missing[""NotAvailable""]"
527,"feuer",0.00019147495365852798,"Fire","Missing[""NotAvailable""]"
528,"führte",0.00019075539351700777,"led","Missing[""NotAvailable""]"
529,"gute",0.00019061148148870373,"quality","Missing[""NotAvailable""]"
530,"erzählt",0.0001898199653330315,"tells","Missing[""NotAvailable""]"
531,"tot",0.00018967605330472747,"dead","{""dead"", ""deceased"", ""defunct"", ""departed""}"
532,"voller",0.00018960409729057543,"full of","Missing[""NotAvailable""]"
533,"vergessen",0.0001894601852622714,"to forget","{""forgotten"", ""forget"", ""loose the knack""}"
534,"meinte",0.00018895649316320724,"said","Missing[""NotAvailable""]"
535,"ehe",0.000188164977007535,"marriage","{""before"", ""prior to"", ""previous to""}"
536,"freund",0.00018766128490847086,"friend","Missing[""NotAvailable""]"
537,"sohn",0.00018593434056882237,"son","Missing[""NotAvailable""]"
538,"passiert",0.00018586238455467035,"happens","Missing[""NotAvailable""]"
539,"stieß",0.00018564651651221427,"pushed","Missing[""NotAvailable""]"
540,"offenbar",0.0001843513082574779,"apparently","{""evident"", ""apparent"", ""clear"", ""obvious"", ""plain"", ""unmistakable"", ""apparently"", ""obviously""}"
541,"kamen",0.00018420739622917385,"came","Missing[""NotAvailable""]"
542,"kannte",0.00018363174811595768,"knew","Missing[""NotAvailable""]"
543,"schulter",0.00018341588007350163,"shoulder","Missing[""NotAvailable""]"
544,"schob",0.0001832719680451976,"pushed","Missing[""NotAvailable""]"
545,"tage",0.00018320001203104557,"days","Missing[""NotAvailable""]"
546,"mike",0.0001829841439885895,"mike","Missing[""NotAvailable""]"
547,"händen",0.00018276827594613344,"hands","Missing[""NotAvailable""]"
548,"standen",0.0001823365398612213,"stood","Missing[""NotAvailable""]"
549,"lachte",0.00018226458384706928,"laughing","Missing[""NotAvailable""]"
550,"klang",0.00018212067181876525,"sound","Missing[""NotAvailable""]"
551,"dies",0.00018147306769139706,"this","{""this""}"
552,"ort",0.0001809693755923329,"place","Missing[""NotAvailable""]"
553,"herr",0.00018046568349326878,"Sir","Missing[""NotAvailable""]"
554,"auto",0.00017974612335174854,"automobile","Missing[""NotAvailable""]"
555,"weise",0.00017938634328098845,"wise","{""sage"", ""sound"", ""wise"", ""showing good sense"", ""showing good judgment"", ""profound""}"
556,"ach",0.0001791704752385324,"Oh","{""oh"", ""alas"", ""oh well""}"
557,"zeigte",0.00017895460719607632,"showed","Missing[""NotAvailable""]"
558,"jedes",0.00017881069516777228,"each","{""each""}"
559,"ebenfalls",0.00017758744292718792,"Likewise","{""likewise"", ""also"", ""so"", ""too"", ""as well"", ""in addition"", ""ditto"", ""as before""}"
560,"weniger",0.00017737157488473187,"fewer","{""fewer"", ""less""}"
561,"neuen",0.00017693983879981973,"new","Missing[""NotAvailable""]"
562,"verdammt",0.00017650810271490762,"damned","{""damned"", ""blasted"", ""god-awful"", ""accursed"", ""cursed"", ""doomed"", ""bedeviled"", ""bedevilled"", ""hexed"", ""voodooed"", ""star-crossed"", ""damn it""}"
563,"wartete",0.0001760763666299955,"was waiting","Missing[""NotAvailable""]"
564,"tochter",0.00017550071851677932,"daughter","Missing[""NotAvailable""]"
565,"philip",0.0001751409384460192,"philip","Missing[""NotAvailable""]"
566,"meisten",0.00017485311438941113,"most","Missing[""NotAvailable""]"
567,"helfen",0.000174421378304499,"help","{""help"", ""assist"", ""aid""}"
568,"unser",0.00017355790613467475,"our","{""our""}"
569,"keiner",0.0001734139941063707,"none","Missing[""NotAvailable""]"
570,"wann",0.00017327008207806667,"when","{""when""}"
571,"brust",0.00017211878585163433,"chest","Missing[""NotAvailable""]"
572,"erkennen",0.00017190291780917828,"recognize","{""learn"", ""realize"", ""spot"", ""recognize"", ""discern"", ""perceive"", ""detect"", ""notice"", ""appreciate"", ""value"", ""understand""}"
573,"brauchte",0.00017183096179502623,"needed","Missing[""NotAvailable""]"
574,"glück",0.0001716870497667222,"luck","Missing[""NotAvailable""]"
575,"jedenfalls",0.00017139922571011412,"in any case","{""anyway"", ""anyhow"", ""in any case"", ""at least"", ""at any rate"", ""no matter how""}"
576,"lief",0.0001713272696959621,"ran","Missing[""NotAvailable""]"
577,"weile",0.00017125531368181009,"while","Missing[""NotAvailable""]"
578,"warten",0.00017089553361104997,"waiting","{""wait"", ""hang around"", ""service"", ""maintain"", ""keep up"", ""hold""}"
579,"außer",0.00017067966556859391,"except","{""except"", ""besides"", ""beside"", ""apart from"", ""in addition to"", ""as well as"", ""barring"", ""excepting"", ""except for"", ""but"", ""if not"", ""saving"", ""save"", ""not including"", ""leaving out"", ""other than"", ""aside from"", ""except that"", ""only""}"
580,"früher",0.00017039184151198582,"earlier","{""prior"", ""former"", ""anterior"", ""earlier"", ""previous"", ""departed"", ""past"", ""formerly"", ""in the past"", ""in former days"", ""before"", ""at that time"", ""at the time"", ""in those days"", ""way back then""}"
581,"besonders",0.00017010401745537774,"especially","{""notably"", ""particularly"", ""especially"", ""singularly"", ""remarkably"", ""extremely"", ""specifically"", ""mainly"", ""specially""}"
582,"genauso",0.00017003206144122572,"just like that","{""just as"", ""quite as"", ""every bit as"", ""also"", ""too"", ""as well"", ""in addition"", ""ditto"", ""as before""}"
583,"zuckte",0.0001696003253563136,"twitched","Missing[""NotAvailable""]"
584,"daniel",0.00016787338101666507,"Daniel","Missing[""NotAvailable""]"
585,"hinaus",0.00016772946898836104,"out","{""out""}"
586,"darin",0.00016708186486099285,"therein","{""in that"", ""therein""}"
587,"schwarzen",0.00016700990884684083,"black","Missing[""NotAvailable""]"
588,"betrachtete",0.00016700990884684083,"looked at","Missing[""NotAvailable""]"
589,"stunde",0.00016679404080438478,"hour","Missing[""NotAvailable""]"
590,"eher",0.00016672208479023276,"rather","{""rather"", ""preferably""}"
591,"wirst",0.00016614643667701659,"will","Missing[""NotAvailable""]"
592,"bild",0.00016506709646473626,"picture","Missing[""NotAvailable""]"
593,"sorgen",0.0001645634043656721,"to care","{""fret""}"
594,"gegangen",0.0001644914483515201,"went","Missing[""NotAvailable""]"
595,"meter",0.00016434753632321605,"meter","Missing[""NotAvailable""]"
596,"falls",0.00016427558030906404,"if","{""in case"", ""in the event that""}"
597,"sir",0.0001638438442241519,"sir","Missing[""NotAvailable""]"
598,"küche",0.00016362797618169585,"kitchen","Missing[""NotAvailable""]"
